,pre,post,pixels
4820,SMBVR,URBR,6949
4821,SMBVR,URYVR,931
4822,SMDDL,ADAL,335
4823,SMDDL,ADER,2355
4824,SMDDL,ALMR,1075
4825,SMDDL,ALNL,4403
4826,SMDDL,ALNR,12145
4827,SMDDL,AVEL,8171
4828,SMDDL,AVER,2139
4829,SMDDL,AVKL,4051
4830,SMDDL,AVKR,9088
4831,SMDDL,AVL,205
4832,SMDDL,CEPDL,220
4833,SMDDL,CEPDR,9536
4834,SMDDL,IL1DR,1663
4835,SMDDL,IL2DR,294
4836,SMDDL,OLLL,2821
4837,SMDDL,OLLR,2667
4838,SMDDL,OLQDR,4589
4839,SMDDL,PLNR,91
4840,SMDDL,RICL,9578
4841,SMDDL,RICR,18476
4842,SMDDL,RID,59
4843,SMDDL,RIS,22845
4844,SMDDL,RMED,16639
4845,SMDDL,RMEV,1133
4846,SMDDL,RMFL,1032
4847,SMDDL,SDQL,49
4848,SMDDL,SDQR,947
4849,SMDDL,SIADL,11845
4850,SMDDL,SIADR,4519
4851,SMDDL,SIAVR,701
4852,SMDDL,SIBDL,13149
4853,SMDDL,SIBDR,610
4854,SMDDL,SIBVR,84
4855,SMDDL,SMDVL,9627
4856,SMDDL,SMDVR,45240
4857,SMDDL,URBR,2132
4858,SMDDL,URYDL,1154
4859,SMDDL,URYDR,6383
4860,SMDDL,VB01,4526
4861,SMDDR,ADAR,2200
4862,SMDDR,ADEL,3498
4863,SMDDR,AINL,44
4864,SMDDR,ALA,222
4865,SMDDR,ALNL,16281
4866,SMDDR,ALNR,2484
4867,SMDDR,ASJL,506
4868,SMDDR,AVEL,326
4869,SMDDR,AVER,3361
4870,SMDDR,AVFR,176
4871,SMDDR,AVKL,922
4872,SMDDR,AVKR,4327
4873,SMDDR,CEPDL,5934
4874,SMDDR,CEPDR,1585
4875,SMDDR,CEPVR,118
4876,SMDDR,OLLL,4430
4877,SMDDR,OLLR,1029
4878,SMDDR,RICL,5169
4879,SMDDR,RICR,10029
4880,SMDDR,RIS,34546
4881,SMDDR,RMED,16911
4882,SMDDR,RMEV,1674
4883,SMDDR,RMFR,145
4884,SMDDR,SDQL,1121
4885,SMDDR,SDQR,3371
4886,SMDDR,SIADR,20005
4887,SMDDR,SIAVL,614
4888,SMDDR,SIAVR,40
4889,SMDDR,SIBDL,380
4890,SMDDR,SIBDR,10269
4891,SMDDR,SIBVL,2
4892,SMDDR,SMDDL,26613
4893,SMDDR,SMDVL,50568
4894,SMDDR,SMDVR,5820
4895,SMDDR,URBL,1187
4896,SMDDR,URYDL,2797
4897,SMDDR,URYVR,51
4898,SMDVL,ADAR,4654
4899,SMDVL,ADEL,1415
4900,SMDVL,ADER,1758
4901,SMDVL,ALNL,3180
4902,SMDVL,ALNR,3954
4903,SMDVL,AVEL,3932
4904,SMDVL,AVER,68
4905,SMDVL,AVKL,994
4906,SMDVL,AVL,16
4907,SMDVL,BAGL,2362
4908,SMDVL,BAGR,1010
4909,SMDVL,CEPVR,7414
4910,SMDVL,DVA,9027
4911,SMDVL,IL1DL,179
4912,SMDVL,IL1L,1445
4913,SMDVL,OLLL,2753
4914,SMDVL,OLLR,2870
4915,SMDVL,PLNL,8087
4916,SMDVL,PVR,620
4917,SMDVL,RICL,2896
4918,SMDVL,RICR,6145
4919,SMDVL,RIH,221
4920,SMDVL,RIS,26122
4921,SMDVL,RMED,562
4922,SMDVL,RMEV,9925
4923,SMDVL,RMFL,1228
4924,SMDVL,RMFR,1046
4925,SMDVL,SABD,1215
4926,SMDVL,SDQR,464
4927,SMDVL,SIADL,4765
4928,SMDVL,SIADR,12235
4929,SMDVL,SIAVL,55
4930,SMDVL,SIAVR,9074
4931,SMDVL,SIBDL,2113
4932,SMDVL,SIBDR,550
4933,SMDVL,SIBVL,286
4934,SMDVL,URBL,56
4935,SMDVL,URYDL,270
4936,SMDVL,URYVR,1572
4937,SMDVR,ADAL,2895
4938,SMDVR,ADEL,2540
4939,SMDVR,ADER,1277
4940,SMDVR,AINL,856
4941,SMDVR,ALNL,1961
4942,SMDVR,ALNR,2002
4943,SMDVR,AVEL,1217
4944,SMDVR,AVER,6074
4945,SMDVR,AVFL,1529
4946,SMDVR,AVHR,514
4947,SMDVR,AVKL,103
4948,SMDVR,AVKR,565
4949,SMDVR,BAGL,1341
4950,SMDVR,BAGR,3030
4951,SMDVR,BDUL,12
4952,SMDVR,CEPVL,10052
4953,SMDVR,DVA,768
4954,SMDVR,IL1DR,947
4955,SMDVR,IL1R,1911
4956,SMDVR,OLLL,9693
4957,SMDVR,OLLR,3613
4958,SMDVR,PLNR,6949
4959,SMDVR,PVNL,2380
4960,SMDVR,RICL,5925
4961,SMDVR,RICR,4543
4962,SMDVR,RIFL,59
4963,SMDVR,RIS,23550
4964,SMDVR,RMED,665
4965,SMDVR,RMEV,14486
4966,SMDVR,RMFL,715
4967,SMDVR,SDQR,1975
4968,SMDVR,SIADL,10886
4969,SMDVR,SIADR,11652
4970,SMDVR,SIAVL,10709
4971,SMDVR,SIAVR,127
4972,SMDVR,SIBDL,1356
4973,SMDVR,SIBDR,2633
4974,SMDVR,SIBVR,1192
4975,SMDVR,SMDVL,26106
4976,SMDVR,URYDR,573
4977,SMDVR,URYVL,1908
4978,SMDVR,VB01,12346
4979,SMDVR,VB02,401
4980,URADL,ADAL,68
4981,URADL,AIML,32
4982,URADL,AINR,267
4983,URADL,AUAL,282
4984,URADL,AVHL,323
4985,URADL,AVJL,21
4986,URADL,BDUL,936
4987,URADL,PVNL,267
4988,URADL,PVR,1482
4989,URADL,RICL,234
4990,URADL,RICR,60
4991,URADL,RID,260
4992,URADL,RIFL,488
4993,URADL,RIPL,22255
4994,URADL,RMED,1310
4995,URADL,RMEL,3602
4996,URADL,RMER,10161
4997,URADL,RMEV,2272
4998,URADR,ADAR,72
4999,URADR,AIMR,289
5000,URADR,AVJR,32
5001,URADR,BDUR,1238
5002,URADR,PVNL,287
5003,URADR,PVNR,46
5004,URADR,PVR,2663
5005,URADR,RICL,67
5006,URADR,RICR,115
5007,URADR,RIFR,686
5008,URADR,RIPR,30951
5009,URADR,RMED,2156
5010,URADR,RMEL,4660
5011,URADR,RMER,1281
5012,URADR,RMEV,793
5013,URAVL,ADAL,875
5014,URAVL,AVL,440
5015,URAVL,DVC,362
5016,URAVL,PVR,783
5017,URAVL,RICL,423
5018,URAVL,RID,856
5019,URAVL,RIPL,21098
5020,URAVL,RMED,10098
5021,URAVL,RMEL,2328
5022,URAVL,RMER,5726
5023,URAVL,RMEV,7368
5024,URAVR,ADAR,373
5025,URAVR,AVL,230
5026,URAVR,DVC,3696
5027,URAVR,PVPR,89
5028,URAVR,PVR,566
5029,URAVR,RICL,293
5030,URAVR,RIGR,136
5031,URAVR,RIPR,16329
5032,URAVR,RMED,8547
5033,URAVR,RMEL,10552
5034,URAVR,RMER,1949
5035,URAVR,RMEV,3654
5036,URXL,ADAL,13371
5037,URXL,ADFL,8041
5038,URXL,AFDL,1278
5039,URXL,AIBR,57
5040,URXL,AIML,6261
5041,URXL,AINL,231
5042,URXL,AINR,257
5043,URXL,AIYL,1199
5044,URXL,AIZL,51
5045,URXL,ALA,1399
5046,URXL,ALML,575
5047,URXL,AQR,131
5048,URXL,ASJL,1546
5049,URXL,AUAL,26480
5050,URXL,AVAL,1278
5051,URXL,AVBL,2208
5052,URXL,AVBR,27
5053,URXL,AVDL,1153
5054,URXL,AVDR,1734
5055,URXL,AVEL,5404
5056,URXL,AVFL,1604
5057,URXL,AVHL,777
5058,URXL,AVHR,1741
5059,URXL,AVJL,676
5060,URXL,AVJR,849
5061,URXL,AWCL,10
5062,URXL,BAGL,662
5063,URXL,CEPDL,35807
5064,URXL,CEPVL,52
5065,URXL,DVA,2201
5066,URXL,IL1L,1245
5067,URXL,IL1VL,552
5068,URXL,IL2DL,2098
5069,URXL,IL2L,1930
5070,URXL,IL2VL,80
5071,URXL,OLLL,342
5072,URXL,OLQVL,86
5073,URXL,PVNR,449
5074,URXL,PVPL,5550
5075,URXL,RIAL,28544
5076,URXL,RIBL,295
5077,URXL,RICL,7439
5078,URXL,RICR,1153
5079,URXL,RID,376
5080,URXL,RIGL,7582
5081,URXL,RIPR,145
5082,URXL,RIR,20565
5083,URXL,SIADL,1139
5084,URXL,SIADR,4
5085,URXL,SIAVL,190
5086,URXL,SIBDR,240
5087,URXL,SIBVL,524
5088,URXL,SMBDR,2311
5089,URXL,SMBVL,285
5090,URXL,URADL,1423
5091,URXL,URBL,8920
5092,URXL,URYDL,5898
5093,URXL,URYVL,1451
5094,URXR,ADAR,24589
5095,URXR,ADER,3846
5096,URXR,ADFR,11033
5097,URXR,AIBL,372
5098,URXR,AIMR,10204
5099,URXR,AINL,398
5100,URXR,AINR,1810
5101,URXR,AIYR,593
5102,URXR,AIZR,135
5103,URXR,ALA,1617
5104,URXR,ALMR,4290
5105,URXR,ALNR,815
5106,URXR,ASGR,189
5107,URXR,ASIR,310
5108,URXR,ASJR,926
5109,URXR,AUAR,23942
5110,URXR,AVAR,2252
5111,URXR,AVBL,1151
5112,URXR,AVBR,1327
5113,URXR,AVDL,1294
5114,URXR,AVDR,491
5115,URXR,AVER,1891
5116,URXR,AVFL,1635
5117,URXR,AVFR,616
5118,URXR,AVHL,515
5119,URXR,AVHR,581
5120,URXR,AVJR,565
5121,URXR,AWBR,920
5122,URXR,AWCL,24
5123,URXR,AWCR,241
5124,URXR,BAGL,80
5125,URXR,BAGR,2437
5126,URXR,CEPDR,24765
5127,URXR,CEPVR,2254
5128,URXR,DVA,1648
5129,URXR,IL1R,7765
5130,URXR,IL2DR,1362
5131,URXR,IL2R,4838
5132,URXR,IL2VR,174
5133,URXR,OLLR,1780
5134,URXR,OLQDR,785
5135,URXR,OLQVR,948
5136,URXR,PVCL,191
5137,URXR,PVPR,4640
5138,URXR,RIAR,18850
5139,URXR,RIBR,709
5140,URXR,RICL,3352
5141,URXR,RICR,7117
5142,URXR,RID,581
5143,URXR,RIFR,1032
5144,URXR,RIGR,4553
5145,URXR,RIH,2574
5146,URXR,RIPL,54
5147,URXR,RIPR,7999
5148,URXR,RIR,17130
5149,URXR,RMDDL,93
5150,URXR,RMDL,1085
5151,URXR,RMDR,6946
5152,URXR,RMDVL,1749
5153,URXR,RMDVR,1278
5154,URXR,SIADL,1653
5155,URXR,SIAVR,1493
5156,URXR,SIBDL,1142
5157,URXR,SIBDR,225
5158,URXR,SIBVL,397
5159,URXR,SMBDL,4666
5160,URXR,SMBDR,296
5161,URXR,SMBVR,2484
5162,URXR,SMDDL,2014
5163,URXR,SMDVL,172
5164,URXR,URAVR,2023
5165,URXR,URBR,12933
5166,URXR,URYDR,3889
5167,URXR,URYVR,1408
5168,URYDL,ADAL,544
5169,URYDL,AIML,356
5170,URYDL,AINL,620
5171,URYDL,AINR,154
5172,URYDL,ALA,566
5173,URYDL,AUAL,148
5174,URYDL,AVHL,308
5175,URYDL,AVJL,547
5176,URYDL,AVKL,298
5177,URYDL,AVKR,182
5178,URYDL,AVL,343
5179,URYDL,DVC,22
5180,URYDL,PVR,112
5181,URYDL,RID,1168
5182,URYDL,RIGL,4028
5183,URYDL,RMED,4903
5184,URYDL,RMEL,1390
5185,URYDL,RMER,91
5186,URYDL,RMEV,873
5187,URYDL,URADL,6020
5188,URYDL,URBL,459
5189,URYDR,ADAR,795
5190,URYDR,AIMR,491
5191,URYDR,AINL,89
5192,URYDR,ALA,768
5193,URYDR,AVHR,630
5194,URYDR,AVJL,391
5195,URYDR,AVJR,791
5196,URYDR,AVKR,312
5197,URYDR,AVL,765
5198,URYDR,RICR,53
5199,URYDR,RID,204
5200,URYDR,RIFR,170
5201,URYDR,RIGR,1935
5202,URYDR,RMED,2749
5203,URYDR,RMEV,2119
5204,URYDR,URADR,7565
5205,URYVL,ADAL,1599
5206,URYVL,AINR,147
5207,URYVL,AUAL,319
5208,URYVL,AVHR,144
5209,URYVL,AVJR,458
5210,URYVL,AVKL,437
5211,URYVL,AVL,2614
5212,URYVL,DVC,1483
5213,URYVL,PVR,1498
5214,URYVL,RICR,258
5215,URYVL,RID,2910
5216,URYVL,RIFL,39
5217,URYVL,RIGL,4632
5218,URYVL,RIPL,1176
5219,URYVL,RIR,824
5220,URYVL,RMED,507
5221,URYVL,RMEL,699
5222,URYVL,RMEV,3699
5223,URYVL,URAVL,2680
5224,URYVL,VB01,621
5225,URYVR,ADAR,817
5226,URYVR,AUAR,124
5227,URYVR,AVHL,836
5228,URYVR,AVJL,638
5229,URYVR,AVKL,317
5230,URYVR,AVKR,1341
5231,URYVR,AVL,1789
5232,URYVR,DVC,742
5233,URYVR,PVR,514
5234,URYVR,RICL,615
5235,URYVR,RIGR,4181
5236,URYVR,RIPR,1719
5237,URYVR,RIR,88
5238,URYVR,RMED,1288
5239,URYVR,RMEL,340
5240,URYVR,RMER,539
5241,URYVR,RMEV,9953
5242,URYVR,URAVR,3507
5243,VB01,VB02,3393
5244,VC01,VD01,1373
