,pre,post,pixels
1884,AWBR,RIGR,130
1885,AWBR,RIR,9388
1886,AWBR,SABD,32
1887,AWBR,SMBDR,1526
1888,AWBR,SMBVR,20515
1889,AWBR,URYVR,645
1890,AWCL,ADFL,348
1891,AWCL,AFDL,23228
1892,AWCL,AFDR,945
1893,AWCL,AIAL,1689
1894,AWCL,AIAR,12540
1895,AWCL,AIBL,16341
1896,AWCL,AIBR,2624
1897,AWCL,AINL,8586
1898,AWCL,AINR,7126
1899,AWCL,AIYL,27174
1900,AWCL,AIYR,2761
1901,AWCL,AIZL,3570
1902,AWCL,AIZR,1634
1903,AWCL,ASEL,38474
1904,AWCL,ASER,7397
1905,AWCL,ASGL,21203
1906,AWCL,ASGR,645
1907,AWCL,AUAL,3486
1908,AWCL,BAGR,18
1909,AWCL,CEPDR,31
1910,AWCL,CEPVL,477
1911,AWCL,IL1DR,243
1912,AWCL,IL1L,210
1913,AWCL,IL1R,577
1914,AWCL,IL2DR,198
1915,AWCL,OLLL,340
1916,AWCL,OLLR,1271
1917,AWCL,OLQDR,193
1918,AWCL,RIAL,2684
1919,AWCL,RIAR,861
1920,AWCL,RIBL,3664
1921,AWCL,RID,304
1922,AWCL,RIML,3805
1923,AWCL,RIR,114
1924,AWCL,RIVL,553
1925,AWCL,RIVR,359
1926,AWCL,SAAVR,116
1927,AWCL,SMDVL,1023
1928,AWCL,URYDR,216
1929,AWCR,ADFL,72
1930,AWCR,AFDL,1188
1931,AWCR,AFDR,4764
1932,AWCR,AIAL,9194
1933,AWCR,AIAR,22287
1934,AWCR,AIBL,5128
1935,AWCR,AIBR,36737
1936,AWCR,AINL,3405
1937,AWCR,AINR,6225
1938,AWCR,AIYL,15863
1939,AWCR,AIYR,14270
1940,AWCR,AIZL,4711
1941,AWCR,AIZR,2362
1942,AWCR,ALA,574
1943,AWCR,ASEL,33551
1944,AWCR,ASER,49028
1945,AWCR,ASGL,163
1946,AWCR,ASGR,22108
1947,AWCR,AUAR,2554
1948,AWCR,AWAR,454
1949,AWCR,AWCL,48485
1950,AWCR,CEPVL,630
1951,AWCR,CEPVR,1310
1952,AWCR,IL1DR,653
1953,AWCR,IL1L,1239
1954,AWCR,IL2DL,69
1955,AWCR,IL2DR,251
1956,AWCR,OLLL,241
1957,AWCR,OLLR,111
1958,AWCR,OLQDL,117
1959,AWCR,OLQDR,279
1960,AWCR,PVQL,1
1961,AWCR,RIAL,750
1962,AWCR,RIAR,108
1963,AWCR,RIBR,1841
1964,AWCR,RID,75
1965,AWCR,RIMR,3759
1966,AWCR,RIVL,396
1967,AWCR,RMFL,1361
1968,AWCR,SAAVL,135
1969,AWCR,SAAVR,288
1970,AWCR,SABD,299
1971,AWCR,SMDVL,65
1972,AWCR,URYDR,255
1973,BAGL,AINL,3630
1974,BAGL,AINR,1405
1975,BAGL,AUAL,1374
1976,BAGL,AUAR,3277
1977,BAGL,AVKL,110
1978,BAGL,AVL,2634
1979,BAGL,BAGR,25648
1980,BAGL,DVC,5025
1981,BAGL,PVPR,41
1982,BAGL,RID,870
1983,BAGL,RIGL,888
1984,BAGL,RIGR,6463
1985,BAGL,RIR,2952
1986,BAGL,URYDL,522
1987,BAGL,URYVR,231
1988,BAGR,AINL,953
1989,BAGR,AINR,4997
1990,BAGR,AUAL,3948
1991,BAGR,AUAR,6
1992,BAGR,AVL,1667
1993,BAGR,DVC,2494
1994,BAGR,PVPL,75
1995,BAGR,RID,9599
1996,BAGR,RIGL,7334
1997,BAGR,RIGR,3199
1998,BAGR,RIR,6927
1999,BAGR,URAVL,1827
2000,BAGR,URYVL,442
2001,BDUL,BDUR,578
2002,BDUL,PVNL,40125
2003,BDUL,PVNR,25833
2004,BDUL,PVQL,297
2005,BDUL,PVR,1139
2006,BDUL,RICL,332
2007,BDUL,RID,2999
2008,BDUL,RIFL,22353
2009,BDUL,VB02,326
2010,BDUR,PVNL,35757
2011,BDUR,PVNR,30549
2012,BDUR,PVR,2606
2013,BDUR,RID,15
2014,BDUR,RIFL,346
2015,BDUR,RIFR,19893
2016,CEPDL,ADAL,54
2017,CEPDL,ADEL,1985
2018,CEPDL,AIML,3211
2019,CEPDL,AINL,312
2020,CEPDL,AINR,340
2021,CEPDL,ALA,51
2022,CEPDL,ALML,6377
2023,CEPDL,AUAL,500
2024,CEPDL,AVFL,56
2025,CEPDL,AVHL,758
2026,CEPDL,AVJL,669
2027,CEPDL,AVKL,864
2028,CEPDL,AVL,447
2029,CEPDL,BAGL,705
2030,CEPDL,BDUL,499
2031,CEPDL,CEPDR,649
2032,CEPDL,IL2DL,14895
2033,CEPDL,PVNL,10
2034,CEPDL,PVNR,822
2035,CEPDL,PVR,5262
2036,CEPDL,RICL,4576
2037,CEPDL,RICR,2860
2038,CEPDL,RIFL,741
2039,CEPDL,RIGL,1670
2040,CEPDL,RIPL,145
2041,CEPDL,RIPR,580
2042,CEPDL,URADL,7929
2043,CEPDL,URBL,23028
2044,CEPDL,URYDL,7558
2045,CEPDR,ADER,2125
2046,CEPDR,AIMR,5861
2047,CEPDR,AINL,95
2048,CEPDR,ALA,101
2049,CEPDR,ALMR,4089
2050,CEPDR,AUAR,3
2051,CEPDR,AVHR,682
2052,CEPDR,AVJR,805
2053,CEPDR,AVKR,424
2054,CEPDR,AVL,352
2055,CEPDR,BAGR,627
2056,CEPDR,BDUR,2342
2057,CEPDR,IL2DR,13889
2058,CEPDR,PVNL,810
2059,CEPDR,PVNR,834
2060,CEPDR,PVR,11215
2061,CEPDR,RICL,5547
2062,CEPDR,RICR,9655
2063,CEPDR,RIFR,3221
2064,CEPDR,RIGR,520
2065,CEPDR,RIPL,197
2066,CEPDR,RIPR,611
2067,CEPDR,RMED,12
2068,CEPDR,URADR,10908
2069,CEPDR,URBR,13521
2070,CEPDR,URYDR,6157
2071,CEPVL,ADAL,509
2072,CEPVL,ADEL,1090
2073,CEPVL,AIML,964
2074,CEPVL,AINR,1441
2075,CEPVL,ALML,4285
2076,CEPVL,AUAL,587
2077,CEPVL,AVFR,1004
2078,CEPVL,AVKL,82
2079,CEPVL,BAGR,2149
2080,CEPVL,BDUL,284
2081,CEPVL,IL2VL,2667
2082,CEPVL,PLNR,2248
2083,CEPVL,PVNR,1393
2084,CEPVL,PVQL,436
2085,CEPVL,PVR,13830
2086,CEPVL,RICL,13989
2087,CEPVL,RICR,6189
2088,CEPVL,RID,1040
2089,CEPVL,RIFL,426
2090,CEPVL,RIPL,106
2091,CEPVL,RMEV,1327
2092,CEPVL,URAVL,571
2093,CEPVL,URBL,2533
2094,CEPVL,URYVL,6980
2095,CEPVR,ADAR,357
2096,CEPVR,ADER,644
2097,CEPVR,AIMR,7600
2098,CEPVR,AINL,958
2099,CEPVR,ALMR,6088
2100,CEPVR,AVFL,762
2101,CEPVR,AVFR,272
2102,CEPVR,AVJL,65
2103,CEPVR,AVKR,74
2104,CEPVR,BAGL,2683
2105,CEPVR,BDUR,3604
2106,CEPVR,IL2VR,320
2107,CEPVR,PLNL,163
2108,CEPVR,PVNL,427
2109,CEPVR,PVR,18949
2110,CEPVR,RICL,2406
2111,CEPVR,RICR,6044
2112,CEPVR,RIFR,557
2113,CEPVR,RIPR,1440
2114,CEPVR,RMEV,103
2115,CEPVR,URAVR,268
2116,CEPVR,URBR,810
2117,CEPVR,URYVR,2059
2118,DVA,ADAL,8769
2119,DVA,ADAR,9873
2120,DVA,ADEL,1718
2121,DVA,ADER,4195
2122,DVA,ALMR,156
2123,DVA,AUAL,8787
2124,DVA,AUAR,13676
2125,DVA,AVHL,5015
2126,DVA,AVHR,8643
2127,DVA,AVKL,1984
2128,DVA,AVKR,395
2129,DVA,BAGL,2155
2130,DVA,BAGR,3304
2131,DVA,FLPL,7805
2132,DVA,FLPR,1342
2133,DVA,IL1VL,1407
2134,DVA,IL1VR,1908
2135,DVA,IL2VL,892
2136,DVA,IL2VR,1415
2137,DVA,OLLR,515
2138,DVA,PLNL,1549
2139,DVA,PLNR,9
2140,DVA,PVPL,7313
2141,DVA,PVPR,19149
2142,DVA,PVR,12299
2143,DVA,RICL,5641
2144,DVA,RICR,423
2145,DVA,RID,11443
2146,DVA,RIFL,11
2147,DVA,RIFR,313
2148,DVA,RIGL,351
2149,DVA,RIH,558
2150,DVA,RIR,27070
2151,DVA,RIS,1219
2152,DVA,RMFL,284
2153,DVA,SABD,1727
2154,DVA,SDQL,10891
2155,DVA,SDQR,11847
2156,DVA,URAVL,2897
2157,DVA,URAVR,1518
2158,DVA,URYDL,124
2159,DVA,URYVL,1797
2160,DVA,URYVR,1773
2161,DVA,VB01,6375
2162,DVC,PVPR,1124
2163,DVC,RIGL,34600
2164,DVC,RIGR,29111
2165,DVC,RMED,234
2166,DVC,RMER,603
2167,DVC,VC01,5501
2168,DVC,VD01,965
2169,FLPL,ADAL,3016
2170,FLPL,ADAR,2370
2171,FLPL,ADEL,8561
2172,FLPL,ADER,7011
2173,FLPL,AVKL,3480
2174,FLPL,BDUR,258
2175,FLPL,DVC,2766
2176,FLPL,FLPR,6550
2177,FLPL,PLNR,1576
2178,FLPL,PVPR,675
2179,FLPL,RICL,3311
2180,FLPL,RIGR,4012
2181,FLPL,SABD,204
2182,FLPL,VB01,159
2183,FLPR,ADAL,1439
2184,FLPR,ADAR,2659
2185,FLPR,ADEL,4171
2186,FLPR,ADER,965
2187,FLPR,AIMR,279
2188,FLPR,AVHL,5
2189,FLPR,AVKL,334
2190,FLPR,AVM,192
2191,FLPR,BDUR,3332
2192,FLPR,DVC,188
2193,FLPR,PVR,792
2194,FLPR,VB01,648
2195,HSNL,ADAL,204
2196,HSNL,ADAR,152
2197,HSNL,ADLL,1773
2198,HSNL,ADLR,3212
2199,HSNL,AIAL,3878
2200,HSNL,AIAR,4622
2201,HSNL,AIBR,261
2202,HSNL,AIML,2012
2203,HSNL,AIMR,5836
2204,HSNL,AIZL,1361
2205,HSNL,AIZR,901
2206,HSNL,ASEL,701
2207,HSNL,ASER,849
2208,HSNL,ASGR,1268
2209,HSNL,ASJL,8784
2210,HSNL,ASJR,11290
2211,HSNL,AVAR,79
2212,HSNL,AVBL,2048
2213,HSNL,AVBR,9026
2214,HSNL,AVDL,166
2215,HSNL,AVDR,1047
2216,HSNL,AVFL,51074
2217,HSNL,AVFR,40712
2218,HSNL,AVHL,927
2219,HSNL,AVJL,3085
2220,HSNL,AVJR,269
2221,HSNL,AWAL,4200
2222,HSNL,AWAR,12058
2223,HSNL,AWBL,4259
2224,HSNL,AWBR,7994
2225,HSNL,BDUL,361
2226,HSNL,CEPVR,60
2227,HSNL,HSNR,26497
2228,HSNL,PVCL,54
2229,HSNL,PVNL,361
2230,HSNL,PVQL,28213
2231,HSNL,PVQR,16609
2232,HSNL,RID,1816
2233,HSNL,RIFL,10795
2234,HSNL,RIFR,12073
2235,HSNL,RIML,394
2236,HSNL,RIMR,649
2237,HSNL,RIR,749
2238,HSNL,SIBDR,35
2239,HSNL,SMBVL,2080
2240,HSNL,SMBVR,1733
2241,HSNL,URXL,1150
2242,HSNL,URXR,632
2243,HSNR,ADAR,759
2244,HSNR,ADFL,1359
2245,HSNR,ADLL,2995
2246,HSNR,ADLR,4834
2247,HSNR,AIAL,9373
2248,HSNR,AIAR,94
2249,HSNR,AIBL,142
2250,HSNR,AIML,4915
2251,HSNR,AIMR,277
2252,HSNR,AIYL,47
2253,HSNR,AIZL,1921
2254,HSNR,ALA,2630
2255,HSNR,ALMR,658
2256,HSNR,ASEL,187
2257,HSNR,ASER,1139
2258,HSNR,ASJL,2184
2259,HSNR,ASJR,5116
2260,HSNR,AVBL,2980
2261,HSNR,AVBR,6262
2262,HSNR,AVDL,1158
2263,HSNR,AVFL,33837
2264,HSNR,AVFR,27270
2265,HSNR,AVHL,715
2266,HSNR,AVJL,3451
2267,HSNR,AWAL,6673
2268,HSNR,AWAR,8444
2269,HSNR,AWBL,3476
2270,HSNR,AWBR,1704
2271,HSNR,BDUR,13903
2272,HSNR,FLPL,6
2273,HSNR,FLPR,208
2274,HSNR,IL1R,360
2275,HSNR,IL2R,106
2276,HSNR,PVCL,879
2277,HSNR,PVCR,273
2278,HSNR,PVNL,29245
2279,HSNR,PVNR,16612
2280,HSNR,PVQL,5314
2281,HSNR,PVQR,7335
2282,HSNR,PVR,5117
2283,HSNR,RICR,72
2284,HSNR,RID,1498
2285,HSNR,RIFL,3466
2286,HSNR,RIFR,18394
2287,HSNR,RIML,1257
2288,HSNR,RIMR,1458
2289,HSNR,RIR,82
2290,HSNR,SAAVR,204
2291,HSNR,SIBVL,2623
2292,HSNR,SMBVL,292
2293,HSNR,SMBVR,563
2294,HSNR,URXL,35
2295,IL1DL,ADEL,255
2296,IL1DL,AIML,662
2297,IL1DL,AINL,847
2298,IL1DL,AINR,278
2299,IL1DL,ALA,737
2300,IL1DL,AUAL,137
2301,IL1DL,AVHL,297
2302,IL1DL,AVJL,86
2303,IL1DL,AVL,649
2304,IL1DL,BAGL,761
2305,IL1DL,BDUL,755
2306,IL1DL,CEPDL,7477
2307,IL1DL,IL1DR,720
2308,IL1DL,IL1L,5249
2309,IL1DL,IL2DL,23150
2310,IL1DL,OLLL,14067
2311,IL1DL,OLLR,968
2312,IL1DL,OLQDL,16287
2313,IL1DL,PVNL,841
2314,IL1DL,PVR,3140
2315,IL1DL,RID,115
2316,IL1DL,RIFL,120
2317,IL1DL,RIGL,1786
2318,IL1DL,RIPL,19046
2319,IL1DL,RIPR,524
2320,IL1DL,RMED,3466
2321,IL1DL,RMEL,7415
2322,IL1DL,RMEV,1752
2323,IL1DL,URADL,17525
2324,IL1DL,URBL,263
2325,IL1DL,URYDL,14081
2326,IL1DR,AIMR,476
2327,IL1DR,AINL,415
2328,IL1DR,AINR,625
2329,IL1DR,ALA,502
2330,IL1DR,AUAR,242
2331,IL1DR,AVHR,455
2332,IL1DR,AVJR,238
2333,IL1DR,AVKR,876
2334,IL1DR,AVL,1240
2335,IL1DR,BAGR,1018
2336,IL1DR,BDUR,155
2337,IL1DR,CEPDR,5150
2338,IL1DR,IL1R,7380
2339,IL1DR,IL1VR,99
2340,IL1DR,IL2DR,24572
2341,IL1DR,OLLR,18255
2342,IL1DR,OLQDR,14748
2343,IL1DR,PVNL,304
2344,IL1DR,PVNR,511
2345,IL1DR,PVR,4650
2346,IL1DR,RID,522
2347,IL1DR,RIFR,225
2348,IL1DR,RIGR,880
2349,IL1DR,RIPR,27152
2350,IL1DR,RMED,5368
2351,IL1DR,RMEL,156
2352,IL1DR,RMER,6082
2353,IL1DR,RMEV,3108
2354,IL1DR,URADR,17986
2355,IL1DR,URYDR,15508
2356,IL1L,ADEL,10510
2357,IL1L,AINR,1228
2358,IL1L,ALA,305
2359,IL1L,ALML,123
2360,IL1L,AVFR,177
2361,IL1L,BAGL,188
2362,IL1L,CEPDL,332
2363,IL1L,OLLL,16157
2364,IL1L,RICL,30
2365,IL1L,RIPL,752
2366,IL1L,RMED,934
2367,IL1L,RMEL,539
2368,IL1L,RMER,37232
2369,IL1L,RMEV,83
2370,IL1L,URADL,293
2371,IL1L,URAVL,3874
2372,IL1L,URBL,20049
2373,IL1R,ADER,7329
2374,IL1R,AINL,15
2375,IL1R,ALA,1214
2376,IL1R,ALMR,201
2377,IL1R,AVFL,158
2378,IL1R,BAGR,505
2379,IL1R,CEPDR,1054
2380,IL1R,OLLR,20470
2381,IL1R,RICR,96
2382,IL1R,RMED,1564
2383,IL1R,RMEL,44158
2384,IL1R,RMER,1170
2385,IL1R,RMEV,1442
2386,IL1R,URADR,1730
2387,IL1R,URAVR,4647
2388,IL1R,URBR,16150
2389,IL1VL,ADAL,501
2390,IL1VL,ADEL,676
2391,IL1VL,AVL,815
2392,IL1VL,CEPVL,7258
2393,IL1VL,DVC,492
2394,IL1VL,IL1L,6707
2395,IL1VL,IL2VL,18825
2396,IL1VL,OLLL,16754
2397,IL1VL,OLLR,84
2398,IL1VL,OLQVL,9598
2399,IL1VL,PVR,5232
2400,IL1VL,RICL,578
2401,IL1VL,RICR,523
2402,IL1VL,RID,195
2403,IL1VL,RIGL,1439
2404,IL1VL,RIPL,17632
2405,IL1VL,RMED,1516
2406,IL1VL,RMEL,15858
2407,IL1VL,RMEV,4845
2408,IL1VL,URAVL,11127
2409,IL1VL,URYVL,9440
2410,IL1VR,ADAR,22
2411,IL1VR,AVL,167
2412,IL1VR,CEPVR,4908
2413,IL1VR,DVC,405
2414,IL1VR,IL1R,12341
2415,IL1VR,IL2VR,20096
2416,IL1VR,OLLR,21567
2417,IL1VR,OLQVR,9970
2418,IL1VR,PVR,5369
2419,IL1VR,RICL,235
2420,IL1VR,RIGR,497
2421,IL1VR,RIPR,22121
2422,IL1VR,RMED,1521
2423,IL1VR,RMEL,689
2424,IL1VR,RMER,13484
2425,IL1VR,RMEV,1787
2426,IL1VR,URAVR,10099
2427,IL1VR,URYVR,9230
2428,IL2DL,ADAL,785
2429,IL2DL,AINL,1134
2430,IL2DL,AINR,916
2431,IL2DL,AUAL,530
2432,IL2DL,AVKL,256
2433,IL2DL,AVKR,82
2434,IL2DL,AVL,441
2435,IL2DL,BAGL,786
2436,IL2DL,BDUL,1059
2437,IL2DL,PVNL,283
2438,IL2DL,PVNR,98
2439,IL2DL,PVR,392
2440,IL2DL,RICL,1707
2441,IL2DL,RICR,429
2442,IL2DL,RID,377
2443,IL2DL,RIFL,536
2444,IL2DL,RIGL,1268
2445,IL2DL,RIPL,21367
2446,IL2DL,RMED,4518
2447,IL2DL,RMEL,6322
2448,IL2DL,RMER,5425
2449,IL2DL,RMEV,1588
2450,IL2DL,URADL,11274
2451,IL2DL,URYDL,4724
2452,IL2DR,ADAR,1140
2453,IL2DR,AINL,664
2454,IL2DR,AINR,1314
2455,IL2DR,AUAR,1104
2456,IL2DR,AVKR,500
2457,IL2DR,AVL,720
2458,IL2DR,BAGR,1235
2459,IL2DR,BDUR,626
2460,IL2DR,PVNL,378
2461,IL2DR,PVNR,216
2462,IL2DR,PVR,686
2463,IL2DR,RICL,633
2464,IL2DR,RICR,1824
2465,IL2DR,RID,502
2466,IL2DR,RIFR,508
2467,IL2DR,RIGR,727
2468,IL2DR,RIPL,376
2469,IL2DR,RIPR,23106
2470,IL2DR,RMED,2789
2471,IL2DR,RMEL,3238
2472,IL2DR,RMER,3501
2473,IL2DR,RMEV,1569
2474,IL2DR,URADR,9173
2475,IL2DR,URYDR,3526
2476,IL2L,ADEL,12673
2477,IL2L,ALA,682
2478,IL2L,ASER,1074
2479,IL2L,ASIL,727
2480,IL2L,ASJL,1203
2481,IL2L,AVEL,273
2482,IL2L,AVFR,7
2483,IL2L,AWCL,191
2484,IL2L,AWCR,584
2485,IL2L,IL1DL,643
2486,IL2L,IL1L,11743
2487,IL2L,IL1VL,877
2488,IL2L,IL2DL,95
2489,IL2L,IL2VL,675
2490,IL2L,OLLL,5796
2491,IL2L,OLQDL,8676
2492,IL2L,OLQVL,5694
2493,IL2L,RICL,1346
2494,IL2L,RICR,446
2495,IL2L,RIH,9270
2496,IL2L,RIPL,179
2497,IL2L,RMDL,1985
2498,IL2L,RMDR,673
2499,IL2L,RMED,7992
2500,IL2L,RMEL,344
2501,IL2L,RMER,33234
2502,IL2L,RMEV,9592
2503,IL2L,SIAVL,124
2504,IL2L,SMBVL,1908
2505,IL2L,URADL,8932
2506,IL2L,URAVL,9472
2507,IL2L,URBL,7409
2508,IL2R,ADAR,60
2509,IL2R,ADER,4507
2510,IL2R,ALA,680
2511,IL2R,ALMR,192
2512,IL2R,ASER,14
2513,IL2R,ASIR,1049
2514,IL2R,ASJR,677
2515,IL2R,AVER,211
2516,IL2R,AWCL,379
2517,IL2R,AWCR,222
2518,IL2R,IL1DR,196
2519,IL2R,IL1R,12354
2520,IL2R,IL1VR,4153
2521,IL2R,IL2DR,578
2522,IL2R,IL2VR,252
2523,IL2R,OLLR,9229
2524,IL2R,OLQDR,8504
2525,IL2R,OLQVR,10311
2526,IL2R,RICR,2530
2527,IL2R,RIH,10805
2528,IL2R,RIPR,307
2529,IL2R,RMDL,1076
2530,IL2R,RMDR,1570
2531,IL2R,RMDVL,709
2532,IL2R,RMED,12550
2533,IL2R,RMEL,43170
2534,IL2R,RMER,2136
2535,IL2R,RMEV,7742
2536,IL2R,SAADL,160
2537,IL2R,SMBVR,828
2538,IL2R,URADR,5069
2539,IL2R,URAVR,8972
2540,IL2R,URBR,7730
2541,IL2VL,ADAL,1236
2542,IL2VL,BAGR,2223
2543,IL2VL,DVC,111
2544,IL2VL,RICL,1748
2545,IL2VL,RICR,392
2546,IL2VL,RID,134
2547,IL2VL,RIGL,156
2548,IL2VL,RIPL,22827
2549,IL2VL,RMED,2036
2550,IL2VL,RMEL,3292
2551,IL2VL,RMER,6697
2552,IL2VL,RMEV,2721
2553,IL2VL,URAVL,14062
2554,IL2VL,URYVL,79
2555,IL2VR,ADAR,637
2556,IL2VR,AVL,166
2557,IL2VR,DVC,1723
2558,IL2VR,RICL,1094
2559,IL2VR,RICR,137
2560,IL2VR,RIGR,300
2561,IL2VR,RIPR,24243
2562,IL2VR,RMED,1000
2563,IL2VR,RMEL,7084
2564,IL2VR,RMER,3250
2565,IL2VR,RMEV,4744
2566,IL2VR,URAVR,15477
2567,IL2VR,URYVR,1222
2568,OLLL,ADEL,15142
2569,OLLL,AINR,231
2570,OLLL,ALA,811
2571,OLLL,ALNL,1185
2572,OLLL,AVJL,92
2573,OLLL,BAGL,592
2574,OLLL,CEPDL,10009
2575,OLLL,CEPVL,13509
2576,OLLL,DVC,904
2577,OLLL,OLLR,5263
2578,OLLL,RIGL,11668
2579,OLLL,RMED,3677
2580,OLLL,RMEL,11934
2581,OLLL,RMER,22
2582,OLLL,RMEV,3096
2583,OLLL,URBL,12407
2584,OLLL,URYDL,956
2585,OLLL,URYVL,1721
2586,OLLR,ADAR,4
2587,OLLR,ADER,2218
2588,OLLR,AINL,549
2589,OLLR,ALA,431
2590,OLLR,ALMR,246
2591,OLLR,ALNR,1196
2592,OLLR,BAGR,159
2593,OLLR,CEPDR,15100
2594,OLLR,CEPVR,19344
2595,OLLR,DVC,49
2596,OLLR,RIGR,8246
2597,OLLR,RMED,8410
2598,OLLR,RMEL,3443
2599,OLLR,RMER,12430
2600,OLLR,RMEV,6757
2601,OLLR,URBR,16304
2602,OLLR,URYDR,802
2603,OLLR,URYVR,1756
2604,OLQDL,ADAL,22
2605,OLQDL,AIML,118
2606,OLQDL,AINL,645
2607,OLQDL,AINR,104
2608,OLQDL,ALA,369
2609,OLQDL,AVHL,311
2610,OLQDL,AVJL,274
2611,OLQDL,AVL,739
2612,OLQDL,BAGL,624
2613,OLQDL,CEPDL,6359
2614,OLQDL,IL2DL,12130
2615,OLQDL,OLLL,1298
2616,OLQDL,OLQVL,103
2617,OLQDL,RICL,1522
2618,OLQDL,RICR,2356
2619,OLQDL,RID,737
2620,OLQDL,RIGL,2655
2621,OLQDL,RIPL,2002
2622,OLQDL,RMED,626
2623,OLQDL,RMEL,2277
2624,OLQDL,RMEV,2666
2625,OLQDL,URADL,1474
2626,OLQDL,URAVL,121
2627,OLQDL,URBL,2011
2628,OLQDL,URYDL,12079
2629,OLQDR,ADAR,426
2630,OLQDR,AIMR,980
2631,OLQDR,AINL,308
2632,OLQDR,AINR,167
2633,OLQDR,ALA,579
2634,OLQDR,AVHR,189
2635,OLQDR,AVJR,59
2636,OLQDR,AVKR,914
2637,OLQDR,AVL,1557
2638,OLQDR,BAGR,667
2639,OLQDR,BDUR,340
2640,OLQDR,CEPDR,8078
2641,OLQDR,IL2DR,14398
2642,OLQDR,OLLR,61
2643,OLQDR,OLQVR,285
2644,OLQDR,RICL,2887
2645,OLQDR,RICR,3934
2646,OLQDR,RID,692
2647,OLQDR,RIFR,329
2648,OLQDR,RIGR,1512
2649,OLQDR,RIPR,528
2650,OLQDR,RMED,1174
2651,OLQDR,RMER,502
2652,OLQDR,RMEV,2863
2653,OLQDR,URADR,2362
2654,OLQDR,URBR,1634
2655,OLQDR,URYDR,12813
2656,OLQVL,ADAL,269
2657,OLQVL,AINR,412
2658,OLQVL,AUAL,330
2659,OLQVL,AVHR,215
2660,OLQVL,AVJR,177
2661,OLQVL,AVKL,345
2662,OLQVL,AVL,1842
2663,OLQVL,BAGR,185
2664,OLQVL,CEPVL,4924
2665,OLQVL,DVC,1061
2666,OLQVL,IL2VL,9496
2667,OLQVL,OLLL,4327
2668,OLQVL,PVR,122
2669,OLQVL,RICL,3425
2670,OLQVL,RICR,175
2671,OLQVL,RID,776
2672,OLQVL,RIGL,1879
2673,OLQVL,RIPL,2863
2674,OLQVL,RIR,300
2675,OLQVL,RMEL,5624
2676,OLQVL,RMEV,1935
2677,OLQVL,URAVL,3219
2678,OLQVL,URBL,508
2679,OLQVL,URYVL,6396
2680,OLQVR,ADAR,142
2681,OLQVR,AUAR,133
2682,OLQVR,AVHL,218
2683,OLQVR,AVJL,194
2684,OLQVR,AVKL,274
2685,OLQVR,AVKR,1027
2686,OLQVR,AVL,1210
2687,OLQVR,BAGL,255
2688,OLQVR,CEPVR,3974
2689,OLQVR,DVC,960
2690,OLQVR,IL2VR,9195
2691,OLQVR,OLLR,2763
2692,OLQVR,PLNL,2030
2693,OLQVR,RICL,73
2694,OLQVR,RICR,2021
2695,OLQVR,RIFR,203
2696,OLQVR,RIGR,1867
2697,OLQVR,RIPR,2084
2698,OLQVR,RMER,5530
2699,OLQVR,RMEV,4793
2700,OLQVR,URAVR,1667
2701,OLQVR,URBR,906
2702,OLQVR,URYVR,8186
2703,PLNL,PVR,4
2704,PLNL,SABD,307
2705,PLNR,RMEV,513
2706,PLNR,VB01,6
2707,PVCL,ADAL,367
2708,PVCL,ADAR,522
2709,PVCL,AIMR,630
2710,PVCL,AIYR,650
2711,PVCL,ALML,16962
2712,PVCL,AQR,12815
2713,PVCL,AVEL,748
2714,PVCL,AVER,3346
2715,PVCL,AVFR,677
2716,PVCL,AVHL,916
2717,PVCL,AVHR,1080
2718,PVCL,AVJL,9354
2719,PVCL,AVJR,13277
2720,PVCL,AVM,14570
2721,PVCL,BAGL,295
2722,PVCL,BAGR,451
2723,PVCL,BDUL,1980
2724,PVCL,BDUR,33
2725,PVCL,CEPVL,913
2726,PVCL,DVA,8942
2727,PVCL,FLPL,206
2728,PVCL,FLPR,10969
2729,PVCL,IL2VL,6
2730,PVCL,OLQVR,896
2731,PVCL,PVCR,26748
2732,PVCL,PVNL,616
2733,PVCL,PVNR,2894
2734,PVCL,PVPL,4299
2735,PVCL,PVPR,12549
2736,PVCL,PVQR,993
2737,PVCL,PVR,2114
2738,PVCL,RID,21631
2739,PVCL,RIFR,1041
2740,PVCL,RIGR,471
2741,PVCL,RIH,2659
2742,PVCL,RIML,1577
2743,PVCL,RIPL,109
2744,PVCL,RIPR,1157
2745,PVCL,RIR,42
2746,PVCL,RIS,5411
2747,PVCL,RIVL,1330
2748,PVCL,SDQL,610
2749,PVCL,SIAVL,56
2750,PVCL,SIAVR,1936
2751,PVCL,SIBDL,2928
2752,PVCL,SIBDR,83
2753,PVCL,SIBVL,4025
2754,PVCL,SIBVR,4581
2755,PVCL,SMBDR,229
2756,PVCL,SMBVR,6380
2757,PVCL,SMDVL,369
2758,PVCL,URAVL,276
2759,PVCL,URYVR,1717
2760,PVCR,ADAR,201
2761,PVCR,ADFR,327
2762,PVCR,AIMR,441
2763,PVCR,AIYR,806
2764,PVCR,ALML,4785
2765,PVCR,ALMR,7770
2766,PVCR,AQR,20892
2767,PVCR,ASJR,9
2768,PVCR,AVEL,3407
2769,PVCR,AVER,1273
2770,PVCR,AVFR,179
2771,PVCR,AVHL,4587
2772,PVCR,AVHR,921
2773,PVCR,AVJL,18689
2774,PVCR,AVJR,7185
2775,PVCR,AVM,14466
